10um bubble,,duplicate,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
240.0149689,3.010057688,240.0149689,3.017910957,
239.5013885,3.021640539,239.5013885,3.024125814,
238.9878082,3.009092808,238.9878082,3.025362015,
238.5136566,3.017037153,238.5136566,3.024766445,
238.0000153,3.001734972,238.0000153,3.015875816,
237.4863586,3.027665377,237.4863586,3.018006802,
237.0121918,3.050867558,237.0121918,3.052727461,
236.4984741,3.033275843,236.4984741,3.042123556,
235.9847412,3.062812567,235.9847412,3.066583633,
235.5104828,3.062706232,235.5104828,3.057841063,
234.9966888,3.057864189,234.9966888,3.056929111,
234.4828796,3.066558123,234.4828796,3.045872211,
234.0085907,3.040277004,234.0085907,3.025732517,
233.4947357,3.048588753,233.4947357,3.049530029,
232.9808807,3.061461926,232.9808807,3.044738054,
232.5064697,3.055146217,232.5064697,3.045984507,
231.9925537,3.055767059,231.9925537,3.070287704,
231.518158,3.067864418,231.518158,3.07848382,
231.0041809,3.05167079,231.0041809,3.059119225,
230.4901733,3.054477692,230.4901733,3.059867382,
230.015686,3.082087755,230.015686,3.06751442,
229.5016327,3.058040142,229.5016327,3.060861588,
228.9875793,3.071527719,228.9875793,3.057389259,
228.5130615,3.072977066,228.5130615,3.039257526,
227.9989471,3.03406167,227.9989471,3.018898964,
227.4848328,3.024057627,227.4848328,2.960897207,
227.0102081,2.99296999,227.0102081,3.047479153,
226.496048,3.011612654,226.496048,3.060711861,
225.9818573,3.083279133,225.9818573,3.078845739,
225.5071716,3.072793722,225.5071716,3.079678059,
224.9929352,3.07371068,224.9929352,3.081567049,
224.5182343,3.0744524,224.5182343,3.075472593,
224.0039368,3.0744946,224.0039368,3.071471214,
223.4896088,3.088549137,223.4896088,3.068328381,
223.0148773,3.071698189,223.0148773,3.065384626,
222.5005035,3.061718464,222.5005035,3.059318781,
221.9861298,3.053397894,221.9861298,3.059539557,
221.5112915,3.074709892,221.5112915,3.047987223,
220.9968719,3.093815088,220.9968719,3.082689047,
220.4824524,3.083838224,220.4824524,3.074389935,
220.0075684,3.075405836,220.0075684,3.072107077,
219.4930725,3.085766792,219.4930725,3.066493034,
219.0181274,3.05920434,219.0181274,3.057741404,
218.5036163,3.082632303,218.5036163,3.084382534,
217.9890747,3.068989992,217.9890747,3.080327272,
217.5140686,3.057606697,217.5140686,3.069261551,
216.9994812,3.077414751,216.9994812,3.070557594,
216.4848633,3.081887484,216.4848633,3.054563046,
216.0098267,3.073380947,216.0098267,3.07322216,
215.4951477,3.078686476,215.4951477,3.065851212,
214.980484,3.083540201,214.980484,3.073193312,
214.5053864,3.088836432,214.5053864,3.099683046,
213.9906769,3.06297636,213.9906769,3.072551727,
213.5154877,3.090204239,213.5154877,3.082218885,
213.0007324,3.094450712,213.0007324,3.07496953,
212.4859772,3.088843107,212.4859772,3.089890003,
212.0107727,3.093489647,212.0107727,3.087558508,
211.4959106,3.086818218,211.4959106,3.081607342,
210.9810791,3.070814371,210.9810791,3.087647438,
210.5058289,3.104669333,210.5058289,3.093764782,
209.990921,3.100662947,209.990921,3.082922697,
209.515625,3.093093395,209.515625,3.087009668,
209.0007172,3.100281715,209.0007172,3.073582649,
208.4857483,3.093577147,208.4857483,3.09026432,
208.0103912,3.102107048,208.0103912,3.091132402,
207.4953918,3.107786894,207.4953918,3.107826948,
206.9803925,3.126072168,206.9803925,3.109718561,
206.5049744,3.128995895,206.5049744,3.147227049,
205.9899292,3.143646479,205.9899292,3.129162788,
205.5144806,3.142529011,205.5144806,3.138913155,
204.9993744,3.167230606,204.9993744,3.162146568,
204.4842529,3.122688055,204.4842529,3.16179657,
204.008728,3.136449099,204.008728,3.155331612,
203.4935913,3.15798378,203.4935913,3.184334993,
203.0180511,3.199207306,203.0180511,3.203290939,
202.5028381,3.187088728,202.5028381,3.195473671,
201.9876251,3.187829256,201.9876251,3.192554951,
201.5120239,3.215023518,201.5120239,3.230152607,
200.9967651,3.227612495,200.9967651,3.227711916,
200.4814911,3.214665651,200.4814911,3.191006899,
200.0058289,3.237549305,200.0058289,3.293161869,
199.4905243,3.273114681,199.4905243,3.270421505,
199.0148163,3.224672556,199.0148163,3.261873722,
198.4994659,3.264085293,198.4994659,3.297838688,
197.9841003,3.265172958,197.9841003,3.3114779,
197.5083466,3.248502016,197.5083466,3.272264004,
196.9929352,3.26115942,196.9929352,3.294234991,
196.5171356,3.277000427,196.5171356,3.324231625,
196.0016937,3.20606637,196.0016937,3.264823914,
195.4862213,3.265501976,195.4862213,3.253460646,
195.0103912,3.228517056,195.0103912,3.252555132,
194.494873,3.207800627,194.494873,3.231776476,
194.0189972,3.185321093,194.0189972,3.25446701,
193.5034637,3.190339804,193.5034637,3.215652227,
192.9878845,3.163551569,192.9878845,3.186426878,
192.5119629,3.137981176,192.5119629,3.164467573,
191.9963531,3.099666595,191.9963531,3.106972694,
191.4807281,3.059776068,191.4807281,3.085578203,
191.0047455,3.075365543,191.0047455,3.102304459,
190.48909,3.103343248,190.48909,3.080802202,
190.0130615,3.097922802,190.0130615,3.09999752,

s1,
s1
Collection Time: 10/19/2023 1:36:03 PM
Operator Name  :
Scan Version 5.1.3.1042
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  500.0
Stop (nm)  190.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  300.00
UV-Vis Data Interval (nm)  0.50
UV-Vis Ave. Time (sec)  0.1000
Beam Mode  Dual Beam
Baseline Correction  Off
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 10/19/2023 1:28:53 PM
Method Modifications:
UVVIS SAT Changed: 10/19/2023 1:32:42 PM, Old:0.0125, New:0.1000
Common SAT Changed: 10/19/2023 1:32:42 PM, Old:0.0125, New:0.1000
X Start nm Changed: 10/19/2023 1:32:45 PM, Old:  800.0, New:  500.0
X Stop nm Changed: 10/19/2023 1:32:45 PM, Old:  200.0, New:  190.0
Y Max Abs Changed: 10/19/2023 1:32:45 PM, Old:     1.00, New:     2.00
Common Interval nm Changed: 10/19/2023 1:32:45 PM, Old:     5.00, New:     1.00
Common Interval nm Changed: 10/19/2023 1:34:08 PM, Old:     1.00, New:     0.50
End Method Modifications
<Current Wavelength> , 191.0

s2,
s2
Collection Time: 10/19/2023 1:37:32 PM
Operator Name  :
Scan Version 5.1.3.1042
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  500.0
Stop (nm)  190.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  300.00
UV-Vis Data Interval (nm)  0.50
UV-Vis Ave. Time (sec)  0.1000
Beam Mode  Dual Beam
Baseline Correction  Off
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 10/19/2023 1:28:53 PM
Method Modifications:
UVVIS SAT Changed: 10/19/2023 1:32:42 PM, Old:0.0125, New:0.1000
Common SAT Changed: 10/19/2023 1:32:42 PM, Old:0.0125, New:0.1000
X Start nm Changed: 10/19/2023 1:32:45 PM, Old:  800.0, New:  500.0
X Stop nm Changed: 10/19/2023 1:32:45 PM, Old:  200.0, New:  190.0
Y Max Abs Changed: 10/19/2023 1:32:45 PM, Old:     1.00, New:     2.00
Common Interval nm Changed: 10/19/2023 1:32:45 PM, Old:     5.00, New:     1.00
Common Interval nm Changed: 10/19/2023 1:34:08 PM, Old:     1.00, New:     0.50
End Method Modifications
<Current Wavelength> , 190.0
