1mm full,,1mm full2,,discard,,1mm vapor,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
470.4910278,0.04387146607,470.4910278,0.04382845759,470.4910278,0.0437463671,470.4910278,0.1081692949,
469.993988,0.0441782847,469.993988,0.044119481,469.993988,0.04407341033,469.993988,0.1085159183,
469.4967957,0.04454399645,469.4967957,0.04432827607,469.4967957,0.04428252578,469.4967957,0.1088938192,
468.9996338,0.04461094365,468.9996338,0.04452569783,468.9996338,0.04443585128,468.9996338,0.1092053354,
468.5024414,0.0447640717,468.5024414,0.044691246,468.5024414,0.04460116476,468.5024414,0.1093267202,
468.005127,0.0452003628,468.005127,0.04497254267,468.005127,0.04499487951,468.005127,0.1096720323,
467.5078125,0.04520579055,467.5078125,0.04520418122,467.5078125,0.0452009365,467.5078125,0.1099378318,
467.010498,0.04561880603,467.010498,0.04551726207,467.010498,0.04554120824,467.010498,0.1102795973,
466.5130615,0.04593807831,466.5130615,0.04568796232,466.5130615,0.04576604441,466.5130615,0.1105403155,
466.0155945,0.04588954151,466.0155945,0.04586643726,466.0155945,0.04590430111,466.0155945,0.1107548624,
465.5180969,0.04626902193,465.5180969,0.04611415416,465.5180969,0.04608600587,465.5180969,0.1106473431,
464.9822693,0.04652014002,464.9822693,0.04635389149,464.9822693,0.04632903636,464.9822693,0.111106433,
464.4846497,0.04655019194,464.4846497,0.04658652842,464.4846497,0.04662436619,464.4846497,0.1113445386,
463.98703,0.04682381451,463.98703,0.04678699747,463.98703,0.0467659831,463.98703,0.1114157587,
463.4893188,0.04689342529,463.4893188,0.04688765854,463.4893188,0.04690619931,463.4893188,0.111583747,
462.9915161,0.04709077626,462.9915161,0.0470052436,462.9915161,0.04715517536,462.9915161,0.1117224321,
462.4938049,0.04713480547,462.4938049,0.04725075141,462.4938049,0.0472352244,462.4938049,0.1121055111,
461.9959106,0.04743322358,461.9959106,0.04734840244,461.9959106,0.04732909054,461.9959106,0.1123170108,
461.4980469,0.04745490849,461.4980469,0.04743397236,461.4980469,0.04744942114,461.4980469,0.1125549749,
461.0000916,0.04776206985,461.0000916,0.04780290276,461.0000916,0.04787555709,461.0000916,0.1125968769,
460.5021362,0.04799060524,460.5021362,0.04810759425,460.5021362,0.04809565097,460.5021362,0.1129569858,
460.0040894,0.04830286279,460.0040894,0.04840245843,460.0040894,0.04852783307,460.0040894,0.113143608,
459.5060425,0.04865301773,459.5060425,0.0487456806,459.5060425,0.04876491055,459.5060425,0.1131284609,
459.007843,0.04855232313,459.007843,0.04867035896,459.007843,0.04875607789,459.007843,0.1132332981,
458.5097656,0.04862996936,458.5097656,0.04883427918,458.5097656,0.04879213497,458.5097656,0.113362737,
458.0115051,0.04882561788,458.0115051,0.04887605086,458.0115051,0.04898835346,458.0115051,0.1135627404,
457.5132141,0.04879057035,457.5132141,0.04901672155,457.5132141,0.04906080291,457.5132141,0.1136935502,
457.0149231,0.04890986159,457.0149231,0.04912412912,457.0149231,0.04917967319,457.0149231,0.1139375865,
456.516571,0.04909175634,456.516571,0.04928816482,456.516571,0.04932925478,456.516571,0.1140427962,
456.018158,0.04926757887,456.018158,0.0494478792,456.018158,0.04945493117,456.018158,0.1140824854,
455.4813843,0.04939224571,455.4813843,0.04961653426,455.4813843,0.04955606163,455.4813843,0.1145986021,
454.9829102,0.04960101098,454.9829102,0.04964491725,454.9829102,0.04974159598,454.9829102,0.1146517172,
454.4842834,0.0495871976,454.4842834,0.04984761402,454.4842834,0.04970856383,454.4842834,0.1147211269,
453.9857483,0.04955565557,453.9857483,0.04997024313,453.9857483,0.04988582805,453.9857483,0.1147513315,
453.4870605,0.04980877042,453.4870605,0.04993022606,453.4870605,0.04999260977,453.4870605,0.1152091101,
452.9883728,0.05001279339,452.9883728,0.05008669198,452.9883728,0.05013750494,452.9883728,0.1150014624,
452.4897156,0.05002528429,452.4897156,0.05037644878,452.4897156,0.05026390776,452.4897156,0.1153654754,
451.9909363,0.05019837618,451.9909363,0.05045299605,451.9909363,0.05046846345,451.9909363,0.1156073436,
451.4920654,0.05025309697,451.4920654,0.05051632598,451.4920654,0.05059926957,451.4920654,0.1154155806,
450.9932251,0.05048774183,450.9932251,0.05067760125,450.9932251,0.05064414814,450.9932251,0.1155785993,
450.4942627,0.05047352239,450.4942627,0.05059586465,450.4942627,0.05072638765,450.4942627,0.1159859896,
449.9953308,0.05059787259,449.9953308,0.05064694211,449.9953308,0.05077468231,449.9953308,0.1159570515,
449.4963074,0.05064167455,449.4963074,0.0508175455,449.4963074,0.05101430044,449.4963074,0.1159721315,
448.9972839,0.05094443634,448.9972839,0.05105957389,448.9972839,0.05110234395,448.9972839,0.1163548827,
448.4981689,0.05110796541,448.4981689,0.05120540783,448.4981689,0.05127735436,448.4981689,0.1164469346,
447.999054,0.05112773553,447.999054,0.05137532949,447.999054,0.05138704181,447.999054,0.1166247651,
447.4998474,0.05131251365,447.4998474,0.05148749053,447.4998474,0.05153572559,447.4998474,0.1167030558,
447.0005798,0.05142002553,447.0005798,0.05158688128,447.0005798,0.05173222348,447.0005798,0.1170271114,
446.5013428,0.05154106021,446.5013428,0.05187802389,446.5013428,0.05180551112,446.5013428,0.1169117913,
446.0020142,0.05155275017,446.0020142,0.05165766552,446.0020142,0.05184683949,446.0020142,0.1171632409,
445.5026245,0.05159242079,445.5026245,0.05175225809,445.5026245,0.05184132606,445.5026245,0.1169678345,
445.0032043,0.05163437128,445.0032043,0.05178553239,445.0032043,0.05194914714,445.0032043,0.1170216873,
444.5037537,0.051854074,444.5037537,0.05196274072,444.5037537,0.05201987177,444.5037537,0.1172305048,
444.0042419,0.05184144527,444.0042419,0.05202185735,444.0042419,0.05211635306,444.0042419,0.1174975112,
443.5046997,0.05184742436,443.5046997,0.05198829994,443.5046997,0.05210558325,443.5046997,0.1174823791,
443.0050964,0.05198835954,443.0050964,0.05220614001,443.0050964,0.05232768506,443.0050964,0.1176155955,
442.5054321,0.05221314356,442.5054321,0.05230330303,442.5054321,0.05241669714,442.5054321,0.1178989261,
442.0057373,0.05227603018,442.0057373,0.0523868762,442.0057373,0.05255495384,442.0057373,0.1178322062,
441.5060425,0.05240682513,441.5060425,0.05256713554,441.5060425,0.05264345556,441.5060425,0.1181197912,
441.0062561,0.05231836811,441.0062561,0.05256681517,441.0062561,0.05278728157,441.0062561,0.1179861128,
440.5064697,0.05244108289,440.5064697,0.05263743922,440.5064697,0.05283080786,440.5064697,0.1179808155,
440.0065613,0.05257540569,440.0065613,0.05278614163,440.0065613,0.05291735381,440.0065613,0.118248038,
439.5066223,0.052673731,439.5066223,0.05292823166,439.5066223,0.05298089609,439.5066223,0.1181967929,
439.0066833,0.05273428932,439.0066833,0.05282505229,439.0066833,0.05294200405,439.0066833,0.1182845458,
438.5066833,0.05277874693,438.5066833,0.05296267569,438.5066833,0.05311787128,438.5066833,0.1182990223,
438.0066528,0.05275071412,438.0066528,0.05295624211,438.0066528,0.05316499993,438.0066528,0.118164137,
437.5065613,0.05278900638,437.5065613,0.05289097875,437.5065613,0.05311506242,437.5065613,0.1185351908,
437.0064392,0.05283659697,437.0064392,0.05295653641,437.0064392,0.05316441506,437.0064392,0.1183994785,
436.5061951,0.05281633884,436.5061951,0.05299107358,436.5061951,0.05299782753,436.5061951,0.1183829531,
436.006012,0.05278014764,436.006012,0.05293501541,436.006012,0.05315168947,436.006012,0.1184892803,
435.5057373,0.05292439833,435.5057373,0.05304015055,435.5057373,0.05316918343,435.5057373,0.1185737252,
435.0054016,0.05290337652,435.0054016,0.05312521383,435.0054016,0.05325359851,435.0054016,0.1184976771,
434.5050964,0.05292670801,434.5050964,0.05308677629,434.5050964,0.05319440365,434.5050964,0.1185642332,
434.0046997,0.05310339108,434.0046997,0.05325216427,434.0046997,0.05332234502,434.0046997,0.1186310053,
433.5042419,0.05318908021,433.5042419,0.05330762267,433.5042419,0.05332070589,433.5042419,0.1185537949,
433.0036926,0.05312445387,433.0036926,0.05325178429,433.0036926,0.0534160696,433.0036926,0.1186960489,
432.5031738,0.0532043837,432.5031738,0.05326018482,432.5031738,0.05350685492,432.5031738,0.1186901629,
432.0026245,0.05321643874,432.0026245,0.05334230512,432.0026245,0.05355909467,432.0026245,0.1186775044,
431.5019836,0.05309592932,431.5019836,0.05338436738,431.5019836,0.05339642614,431.5019836,0.1185999438,
431.0012817,0.05334687233,431.0012817,0.05333270505,431.0012817,0.05346961319,431.0012817,0.1187538877,
430.5006104,0.05330323428,430.5006104,0.05331423506,430.5006104,0.05339024961,430.5006104,0.1186734959,
429.9998779,0.05337101966,429.9998779,0.05341495574,429.9998779,0.05350922793,429.9998779,0.1191291288,
429.4990845,0.0532890372,429.4990845,0.05344036594,429.4990845,0.05352044106,429.4990845,0.1188012213,
428.99823,0.05334385484,428.99823,0.05335983634,428.99823,0.05359236151,428.99823,0.1188562512,
428.497345,0.05327472836,428.497345,0.05343386903,428.497345,0.05349769071,428.497345,0.1186708733,
427.9963989,0.05326193944,427.9963989,0.05332009122,427.9963989,0.05367387086,427.9963989,0.1186732575,
427.4953918,0.0532627888,427.4953918,0.05330560356,427.4953918,0.05347983167,427.4953918,0.1186505631,
426.9943848,0.05366493762,426.9943848,0.05352518708,426.9943848,0.05370773375,426.9943848,0.1190467551,
426.4933167,0.05370688438,426.4933167,0.05369516835,426.4933167,0.05389663205,426.4933167,0.1189688221,
425.992218,0.05373954773,425.992218,0.0535979867,425.992218,0.05385994166,425.992218,0.118940331,
425.4911194,0.05364159495,425.4911194,0.0537118651,425.4911194,0.053834185,425.4911194,0.119049646,
424.9898987,0.0537512973,424.9898987,0.05380634964,424.9898987,0.05404612049,424.9898987,0.1192204058,
424.4886475,0.0539117828,424.4886475,0.0539175272,424.4886475,0.05389601737,424.4886475,0.1192315146,
423.9873657,0.05384467542,423.9873657,0.05394246802,423.9873657,0.05405353755,423.9873657,0.1191373691,
423.4860535,0.05386120081,423.4860535,0.05406913161,423.4860535,0.05397596955,423.4860535,0.1192433313,
422.9847107,0.0539689064,422.9847107,0.0538616702,422.9847107,0.05405670404,422.9847107,0.1192516088,
422.4833374,0.05379829183,422.4833374,0.05379943177,422.4833374,0.05399904028,422.4833374,0.1191351563,
421.9818726,0.05379990116,421.9818726,0.05386501178,421.9818726,0.05393353105,421.9818726,0.1190159023,
421.5189819,0.05383398011,421.5189819,0.05389877036,421.5189819,0.05407353118,421.5189819,0.1190941185,
421.017395,0.05400897563,421.017395,0.05407218263,421.017395,0.05424123257,421.017395,0.1192222834,
420.5158081,0.05405506119,420.5158081,0.05406848714,420.5158081,0.05422923714,420.5158081,0.1191936359,
420.0142212,0.05393417552,420.0142212,0.05394718796,420.0142212,0.05408698693,420.0142212,0.1188287213,
419.5125732,0.05403908342,419.5125732,0.05389244109,419.5125732,0.05404676497,419.5125732,0.1188234463,
419.0108643,0.05401946977,419.0108643,0.05393798277,419.0108643,0.05406637862,419.0108643,0.1186962202,
418.5091248,0.05398763716,418.5091248,0.05399326608,418.5091248,0.05429678783,418.5091248,0.1187966317,
418.0073242,0.05401557311,418.0073242,0.05394786224,418.0073242,0.05419873819,418.0073242,0.1187075824,
417.5054932,0.05402451381,417.5054932,0.05399391055,417.5054932,0.05416290089,417.5054932,0.1186992154,
417.0036316,0.05400437489,417.0036316,0.05412173271,417.0036316,0.05520451814,417.0036316,0.1190821305,
416.5016785,0.05391131341,416.5016785,0.05399478972,416.5016785,0.05792908743,416.5016785,0.1187616512,
415.9997559,0.05402043834,415.9997559,0.054162696,415.9997559,0.08072005212,415.9997559,0.1186611131,
415.4977417,0.05395510048,415.4977417,0.05402477831,415.4977417,0.004931969568,415.4977417,0.1186451912,
414.995697,0.05396415666,414.995697,0.05401214212,414.995697,0.004829009529,414.995697,0.1186670959,
414.4936218,0.05398429558,414.4936218,0.05403125659,414.4936218,0.00474276999,414.4936218,0.1184314713,
413.9914551,0.05417149514,413.9914551,0.05405711383,413.9914551,0.004595535342,413.9914551,0.1184582338,
413.4892883,0.05424709991,413.4892883,0.05400648341,413.4892883,0.004404599313,413.4892883,0.1185750142,
412.9871216,0.05414281413,412.9871216,0.05405353755,412.9871216,0.004269974772,412.9871216,0.1184533387,
412.4848633,0.05410856754,412.4848633,0.05399478972,412.4848633,0.004059924278,412.4848633,0.1183182299,
411.9825745,0.05403040722,411.9825745,0.05393854156,411.9825745,0.003943718038,411.9825745,0.118313469,
411.5188599,0.05399405584,411.5188599,0.05396151915,411.5188599,0.003729125485,411.5188599,0.118299976,
411.01651,0.05414779857,411.01651,0.05404040217,411.01651,0.003723381553,411.01651,0.1181807145,
410.5140991,0.05433718115,410.5140991,0.05441434309,410.5140991,0.003827150445,410.5140991,0.1179655641,
410.0116272,0.05441797897,410.0116272,0.05442229286,410.0116272,0.003565921448,410.0116272,0.1178715602,
409.5090637,0.05448705703,409.5090637,0.05441986024,409.5090637,0.003456161357,409.5090637,0.118101649,
409.0065613,0.05457959324,409.0065613,0.05442355573,409.0065613,0.003123944625,409.0065613,0.1179257259,
408.5039368,0.0545264706,408.5039368,0.05454014614,408.5039368,0.003022063756,408.5039368,0.1177924424,
408.0013428,0.0545812957,408.0013428,0.05446419492,408.0013428,0.002860975219,408.0013428,0.1178132594,
407.4986877,0.05468216538,407.4986877,0.05462544411,407.4986877,0.00265345443,407.4986877,0.1177675277,
406.9959717,0.05489762872,406.9959717,0.05456215888,406.9959717,0.002527390607,406.9959717,0.1178722754,
406.4932251,0.05488740653,406.4932251,0.05481033772,406.4932251,0.002211832209,406.4932251,0.1174914017,
405.990448,0.05506062508,405.990448,0.05484969169,405.990448,0.002123561455,405.990448,0.1178159714,
405.4875793,0.05505600944,405.4875793,0.05503382534,405.4875793,0.001993802842,405.4875793,0.117551662,
404.9846802,0.05536036566,404.9846802,0.05540738627,404.9846802,0.002029405208,404.9846802,0.1174038425,
404.481781,0.05585974827,404.481781,0.05571722612,404.481781,0.002023163484,404.481781,0.1173201352,
404.0175476,0.05597269163,404.0175476,0.05575787276,404.0175476,0.001868606429,404.0175476,0.1171945333,
403.5145569,0.05612183362,403.5145569,0.05597386882,403.5145569,0.001670160214,403.5145569,0.1172903255,
403.0114746,0.05651266873,403.0114746,0.05625650287,403.0114746,0.001632612431,403.0114746,0.1174185649,
402.5084229,0.05676290765,402.5084229,0.05665288493,402.5084229,0.001495415461,402.5084229,0.1173713133,
402.0053101,0.05714029074,402.0053101,0.05684371665,402.0053101,0.001312925713,402.0053101,0.1171796843,
401.5021362,0.05733349174,401.5021362,0.05713937432,401.5021362,0.001117535983,401.5021362,0.117101714,
400.9989319,0.05761358514,400.9989319,0.05748514459,400.9989319,0.0009178242763,400.9989319,0.1174027249,
400.4956665,0.05827412009,400.4956665,0.05814797059,400.4956665,0.0007770407829,400.4956665,0.1170814112,
399.9924316,0.05860684067,399.9924316,0.05865904316,399.9924316,0.000755387824,399.9924316,0.117294088,
399.4890747,0.05896297097,399.4890747,0.05892107636,399.4890747,0.0007629857282,399.4890747,0.1171598509,
398.9857178,0.05978978425,398.9857178,0.05955471843,398.9857178,0.0005946452147,398.9857178,0.1172295883,
398.4822998,0.06021869183,398.4822998,0.0600891225,398.4822998,0.0005234189448,398.4822998,0.1171730384,
398.0175781,0.06076364964,398.0175781,0.06064638868,398.0175781,0.000446710852,398.0175781,0.1171732396,
397.5140991,0.06146743521,397.5140991,0.06129158288,397.5140991,0.0004095796612,397.5140991,0.1172211841,
397.0105896,0.06201491877,397.0105896,0.0619953312,397.0105896,0.0005058992538,397.0105896,0.117142424,
396.507019,0.06296527386,396.507019,0.06283201277,396.507019,0.0001638632093,396.507019,0.1174872965,
396.003418,0.06372926384,396.003418,0.06333697587,396.003418,6.062916873E-005,396.003418,0.1174618155,
395.4997559,0.06451916695,395.4997559,0.06438747048,395.4997559,-8.386244008E-005,395.4997559,0.1178013384,
394.9960632,0.06558845192,394.9960632,0.06531719118,394.9960632,6.479741569E-005,394.9960632,0.1176629439,
394.4923706,0.06667328626,394.4923706,0.06657572091,394.4923706,0.0001646659657,394.4923706,0.1172823235,
393.9885864,0.06795831025,393.9885864,0.06778344512,393.9885864,0.000274970138,393.9885864,0.1176233664,
393.4848022,0.06887760758,393.4848022,0.06875856221,393.4848022,0.0001348609512,393.4848022,0.1179155335,
392.9809265,0.07034212351,392.9809265,0.0702380687,392.9809265,-0.0002340496139,392.9809265,0.1179959625,
392.5158386,0.07183495909,392.5158386,0.07156261057,392.5158386,-0.0001452477591,392.5158386,0.1178131551,
392.0119019,0.07323855907,392.0119019,0.07299736142,392.0119019,3.603476216E-005,392.0119019,0.1177341565,
391.5079651,0.07532485574,391.5079651,0.07516872138,391.5079651,0.0004898056504,391.5079651,0.118201822,
391.0039673,0.07710898668,391.0039673,0.07678165287,391.0039673,0.0004559876688,391.0039673,0.118505463,
390.4999084,0.07912323624,390.4999084,0.0788051188,390.4999084,0.0002731828718,390.4999084,0.1187370494,
389.9958191,0.0809372291,389.9958191,0.08065260202,389.9958191,0.0001110650046,389.9958191,0.1188322604,
389.4916992,0.08302419633,389.4916992,0.08288087696,389.4916992,0.0001418782776,389.4916992,0.1189990863,
388.9875488,0.08603957295,388.9875488,0.08559177816,388.9875488,0.000380949612,388.9875488,0.1193859503,
388.4833374,0.08786706626,388.4833374,0.08790817112,388.4833374,0.0002052983618,388.4833374,0.1192963421,
388.0178833,0.0906790942,388.0178833,0.09034201503,388.0178833,0.0003217782069,388.0178833,0.1195152178,
387.5135803,0.0932841599,387.5135803,0.09332029521,387.5135803,0.0005656401045,387.5135803,0.1197244897,
387.0092773,0.09629393369,387.0092773,0.09612010419,387.0092773,0.000660386926,387.0092773,0.1198938116,
386.5049438,0.1000510156,386.5049438,0.09983129799,386.5049438,0.0005957339308,386.5049438,0.120080024,
386.0005493,0.1032359824,386.0005493,0.1029532254,386.0005493,0.0008083163411,386.0005493,0.1206675023,
385.4960938,0.107685104,385.4960938,0.1072993726,385.4960938,0.0007870248519,385.4960938,0.1205329373,
384.9916382,0.1113810018,384.9916382,0.1107129753,384.9916382,0.0008706925437,384.9916382,0.1208269298,
384.4871216,0.1152984947,384.4871216,0.1153650358,384.4871216,0.00103392452,384.4871216,0.1209456548,
383.9825439,0.1203308851,383.9825439,0.1200482175,383.9825439,0.001376828644,383.9825439,0.1213308349,
383.5168152,0.1237902269,383.5168152,0.123636283,383.5168152,0.001465674839,383.5168152,0.1216258183,
383.0121765,0.1298308223,383.0121765,0.1295798123,383.0121765,0.001615931396,383.0121765,0.122001797,
382.5074768,0.1349957138,382.5074768,0.1347762942,382.5074768,0.001727540395,382.5074768,0.1221762598,
382.0028076,0.1406892091,382.0028076,0.1402731091,382.0028076,0.001776714693,382.0028076,0.1227338538,
381.4980469,0.1484152973,381.4980469,0.147572726,381.4980469,0.001991124358,381.4980469,0.1229163036,
380.9932556,0.1540557295,380.9932556,0.1538508683,380.9932556,0.002182458527,380.9932556,0.1232824326,
380.4884644,0.1623714715,380.4884644,0.1623285115,380.4884644,0.002281800611,380.4884644,0.1234648451,
379.9835815,0.1697678119,379.9835815,0.1693049073,379.9835815,0.002523771487,379.9835815,0.1238310263,
379.5175171,0.1780067831,379.5175171,0.1777411848,379.5175171,0.002479068469,379.5175171,0.1242082641,
379.0125732,0.1888907552,379.0125732,0.188141495,379.0125732,0.002620040439,379.0125732,0.1246137992,
378.5076294,0.1971830279,378.5076294,0.1962435991,378.5076294,0.002858630149,378.5076294,0.1252763867,
378.002594,0.2085048854,378.002594,0.2076246738,378.002594,0.003292355686,378.002594,0.1249358356,
377.4975281,0.2176886499,377.4975281,0.2169538587,377.4975281,0.003764061024,377.4975281,0.1254058331,
376.9924622,0.2297306955,376.9924622,0.2294757813,376.9924622,0.004013704602,376.9924622,0.1259849966,
376.4873352,0.2469798774,376.4873352,0.2466681302,376.4873352,0.00415757997,376.4873352,0.1263375133,
375.9821777,0.2613653541,375.9821777,0.2594159245,375.9821777,0.004329006653,375.9821777,0.1270054132,
375.5158081,0.2784891725,375.5158081,0.2773848474,375.5158081,0.004541280214,375.5158081,0.1272944957,
375.0105896,0.2941773832,375.0105896,0.292822212,375.0105896,0.004647730384,375.0105896,0.1275095642,
374.5053101,0.3161438704,374.5053101,0.3141171932,374.5053101,0.004966425709,374.5053101,0.1282291561,
374,0.3390288055,374,0.3376711309,374,0.004948412068,374,0.1281734109,
373.4946289,0.359593153,373.4946289,0.3584834933,373.4946289,0.005150143523,373.4946289,0.1285068095,
372.9892578,0.3918263912,372.9892578,0.3890825808,372.9892578,0.005382605363,372.9892578,0.129010886,
372.4838257,0.4160916507,372.4838257,0.4133853316,372.4838257,0.005674119107,372.4838257,0.1295351684,
372.0172119,0.4453840554,372.0172119,0.4427346885,372.0172119,0.00577738462,372.0172119,0.1297852993,
371.5117188,0.4837560058,371.5117188,0.4811551869,371.5117188,0.006184626836,371.5117188,0.1303473115,
371.0061646,0.5197404027,371.0061646,0.5155909061,371.0061646,0.006092132535,371.0061646,0.1302378029,
370.5006104,0.5646609068,370.5006104,0.5612409115,370.5006104,0.006254608277,370.5006104,0.130721584,
369.9949951,0.604005456,369.9949951,0.6019870043,369.9949951,0.006522846874,369.9949951,0.1308529377,
369.4893494,0.6600003839,369.4893494,0.6553874016,369.4893494,0.006635303609,369.4893494,0.1313302964,
