10um full,,
Wavelength (nm),Abs,
499.9824524,0.03300120309,
498.9940186,0.03399249911,
498.0053711,0.0342140384,
497.0164795,0.03352025151,
495.9893799,0.03231830522,
495.000061,0.03127809986,
494.0105896,0.03136971965,
492.9828491,0.03179339319,
491.9929199,0.03239215165,
491.0028381,0.03188832104,
490.0125427,0.03053060547,
488.9839783,0.02935550176,
487.9932861,0.02985237911,
487.0024109,0.03091535158,
486.0112305,0.03102073818,
484.981842,0.03024404496,
483.990387,0.02980712987,
482.9986572,0.02970317379,
482.0068054,0.03024590574,
481.0147095,0.03113521636,
479.9842224,0.03165128455,
478.9917297,0.03154808283,
477.999054,0.03136688098,
477.006134,0.03115354478,
476.013092,0.03173084185,
474.9815979,0.03326360136,
473.9881592,0.03401794285,
472.9945374,0.03387477249,
472.0007019,0.03292476758,
471.0066223,0.03349170461,
470.0123901,0.0347985886,
469.0179749,0.03628493473,
467.9850769,0.03613546863,
466.9902954,0.03577530384,
465.9952698,0.03513004631,
465.0000305,0.03637077287,
464.0046692,0.03768077493,
463.0091248,0.03796852753,
462.0133362,0.03716431931,
461.0173645,0.03667120636,
459.9829102,0.03820666671,
458.9865417,0.0391038619,
457.9900208,0.03958162665,
456.9933472,0.03882585838,
455.99646,0.03811006248,
454.9993286,0.03823380172,
454.0020752,0.03954530507,
453.0046692,0.0407397002,
452.0069885,0.03999616206,
451.0091858,0.03890518099,
450.0111694,0.03911694884,
449.013031,0.04022075981,
448.0146179,0.04126583785,
447.0160522,0.04055732116,
446.0173645,0.04016283154,
445.0184326,0.04030917212,
443.980896,0.04126210883,
442.9815674,0.04182128236,
441.9821167,0.04029130563,
440.9825134,0.04061299935,
439.9826965,0.04127093032,
438.982666,0.0425045453,
437.9824524,0.04141451418,
436.9821167,0.0404157564,
435.9815674,0.04012722895,
434.980835,0.0414528437,
434.0184631,0.04176285863,
433.0174255,0.04073745385,
432.0161438,0.03977710009,
431.0147095,0.04063624889,
430.0131226,0.04211809859,
429.0113831,0.041062437,
428.0094299,0.03973494843,
427.0072937,0.04000394046,
426.0050354,0.04093367606,
425.0025635,0.04107851163,
423.9999084,0.03990673646,
422.9971008,0.03944003955,
421.9941406,0.04009483382,
420.9909973,0.0408221893,
419.9876404,0.03949886188,
418.9841614,0.03878303245,
418.0191345,0.03988105804,
417.0152588,0.04008538276,
416.0112915,0.03877176717,
415.0071106,0.03785780072,
414.0027161,0.03857312351,
412.9982605,0.03904169425,
411.9935608,0.03781487048,
410.988739,0.03680473939,
409.9837036,0.03894416988,
409.0171814,0.0383056365,
408.0118408,0.03681668639,
407.0063171,0.03613957763,
406.0006409,0.03711505979,
404.994812,0.03665323928,
403.9888306,0.03595653176,
402.982666,0.03558595106,
402.0150452,0.03605853766,
401.0085449,0.03617055342,
400.0018921,0.03464568406,
398.9950562,0.03522663563,
397.9880981,0.03610342741,
396.980957,0.034906663,
396.0123901,0.03461386636,
395.0049438,0.03626940027,
393.9973145,0.03578168526,
392.9895325,0.03425958008,
391.9816284,0.03488736227,
391.0122986,0.03690933809,
390.0040283,0.03543771058,
388.995636,0.03570574149,
387.9870605,0.0367850177,
387.0171204,0.0365610905,
386.0082397,0.0358783938,
384.9992065,0.03734575957,
383.9900208,0.03817577288,
382.9806824,0.037119627,
382.0100098,0.03807321191,
381.0003357,0.03936387971,
379.9905396,0.03862942755,
378.9805908,0.03980595246,
378.0093079,0.04122982919,
376.999054,0.04090187699,
375.9886169,0.0420839563,
375.0169373,0.04379452392,
374.0061646,0.04343258962,
372.9953308,0.04461189359,
371.9842834,0.04707539827,
371.0119934,0.04706065729,
370.0007019,0.04848600924,
368.9892273,0.05097077787,
368.01651,0.05158609524,
367.0047607,0.05447481945,
365.9928284,0.05741502717,
364.9807739,0.05920074135,
364.0075073,0.06522762775,
362.9951477,0.06851119548,
361.982605,0.07339733839,
361.0089111,0.08137724549,
359.9961243,0.08883165568,
358.9831848,0.1002682671,
358.0090637,0.1112253368,
356.9958496,0.1224022955,
355.9824524,0.1451009512,
355.0079041,0.1642173827,
353.9942932,0.188614428,
352.9804688,0.2122926265,
352.0055237,0.2327879965,
350.9914551,0.2588794231,
350.0162354,0.2787273228,
349.0018616,0.3077666759,
347.9873657,0.3409366012,
347.0117188,0.391007334,
345.9969788,0.453230381,
344.9820251,0.5170737505,
344.0059814,0.5958411098,
342.9908142,0.676129818,
342.0145569,0.7508211136,
340.9990845,0.8652375937,
339.9834595,1.000375748,
339.0067749,1.163812995,
337.9909058,1.359256744,
337.0139465,1.547606468,
335.9978027,1.783808231,
334.9815063,2.093648434,
334.0041809,2.415976048,
332.9876099,2.69007349,
332.0100403,2.882394314,
330.9932251,3.225530863,
330.0153809,3.476106405,
328.998291,3.438932419,
327.9810791,3.261833429,
327.0028381,3.737228155,
325.9853821,3.50968051,
325.0068665,3.606951952,
323.9891357,3.926583767,
323.010437,3.733523846,
321.9924316,3.422227621,
321.0134277,3.487453699,
319.9952087,3.590483904,
319.0159912,3.682702065,
317.997467,3.636864901,
317.0179749,3.864109993,
315.9992065,3.48372817,
315.0195313,3.630648136,
314.0005188,3.646473885,
312.9813538,3.458992004,
312.0012817,3.55210948,
310.9819031,3.544504642,
310.0015869,3.254375219,
308.9819336,3.032169819,
308.0013733,2.759549856,
306.9815063,2.519218683,
306.0007324,2.304640532,
304.9805603,2.064558268,
303.9995422,1.856273293,
303.0184326,1.598907351,
301.9979553,1.402580976,
301.0165405,1.220836163,
299.9958191,1.053599119,
299.0142212,0.9100711346,
297.9932251,0.771525085,
297.0114136,0.6728530526,
295.9902039,0.5603160262,
295.0081482,0.4860717356,
293.9866943,0.4078417122,
293.0043945,0.3485946357,
291.9827271,0.2996972501,
291.0002441,0.2590632141,
290.0176086,0.2250274867,
288.995575,0.1977024823,
288.0127258,0.1722088307,
286.9904785,0.1571517587,
286.0074158,0.1414725482,
284.9848938,0.1283789426,
284.0016479,0.1189572141,
283.0182495,0.1114346609,
281.9954224,0.1064251065,
281.0118408,0.1006883681,
279.9887695,0.09677331895,
279.0049438,0.09406178445,
277.9816284,0.09245505184,
276.9976196,0.09154690802,
276.0134583,0.09125127643,
274.9898682,0.09103871882,
274.0055542,0.09126117826,
272.98172,0.09118708968,
271.9971313,0.09201608598,
271.0125122,0.09397097677,
269.9883423,0.09618121386,
269.003479,0.1013993025,
268.0184937,0.1116549745,
266.9940491,0.1262311637,
266.0088501,0.1646180451,
264.9841919,0.2187637985,
263.9988098,0.2918686867,
263.0133057,0.4251455069,
261.9882813,0.6967481971,
261.0026245,1.065668225,
260.0168457,1.436069131,
258.9915161,2.108269453,
258.0055847,2.954682827,
257.0194702,3.375563622,
255.9938354,3.492920399,
255.0075989,3.432731152,
253.9817505,3.553598166,
252.9952698,3.730187654,
252.008728,3.756928444,
250.9826202,3.622175694,
249.9958344,3.793585539,
249.0090179,4.187885761,
247.9825897,3.89482379,
246.9955139,3.732263565,
