s1,,s1,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
682.0074463,0.03644117713,682.0074463,0.03568444028,
680.9917603,0.0364279449,680.9917603,0.03612843901,
680.0120239,0.03719367459,680.0120239,0.03712397069,
678.9957275,0.03794457391,678.9957275,0.03704181314,
678.0154419,0.03914958239,678.0154419,0.03865296766,
676.9985352,0.03978070244,676.9985352,0.03915541619,
676.0175171,0.04039638117,676.0175171,0.0399306044,
675,0.0404070355,675,0.04058832675,
673.9821167,0.03959557787,673.9821167,0.04080552608,
673.0003052,0.04028023034,673.0003052,0.03980535641,
671.9817505,0.03966278955,671.9817505,0.04010184854,
670.9993286,0.03917227313,670.9993286,0.03892610595,
670.0166016,0.03986485675,670.0166016,0.03929220885,
668.9971313,0.04027991742,668.9971313,0.03936234862,
668.013855,0.03958965093,668.013855,0.03976555541,
666.9937744,0.04027900845,666.9937744,0.04021533579,
666.0098267,0.04112600535,666.0098267,0.04017271474,
664.9891968,0.04119436443,664.9891968,0.04133379087,
664.0046387,0.04163007438,664.0046387,0.04096880928,
662.9833374,0.04167910665,662.9833374,0.04120401293,
661.998291,0.04065165669,661.998291,0.04057335109,
661.0128174,0.04028860852,661.0128174,0.0399995409,
659.9906616,0.03915992379,659.9906616,0.03989813849,
659.0046387,0.03929719701,659.0046387,0.03930716962,
657.9818115,0.0392928049,657.9818115,0.03924590722,
656.9952393,0.03991283849,656.9952393,0.03932298347,
656.0083008,0.04001773521,656.0083008,0.03939599171,
654.9846191,0.04047451168,654.9846191,0.04020446166,
653.9971313,0.0403871201,653.9971313,0.0403492786,
653.0093994,0.04131645337,653.0093994,0.04068517312,
651.9847412,0.04132795334,651.9847412,0.04116277397,
650.9963379,0.04092847183,650.9963379,0.04088868201,
650.0078125,0.04057465866,650.0078125,0.04088034853,
648.9822998,0.04003715143,648.9822998,0.04044001922,
647.993042,0.0398738198,647.993042,0.03934568539,
647.00354,0.03886217624,647.00354,0.03922570497,
646.0137939,0.03909287229,646.0137939,0.03931748495,
644.9869995,0.0391830653,644.9869995,0.03923797607,
643.9967041,0.04036132619,643.9967041,0.03968029097,
643.0061035,0.04036135226,643.0061035,0.04060646147,
642.0151367,0.04081977159,642.0151367,0.04146955907,
640.9873047,0.04170181602,640.9873047,0.04113050178,
639.9957275,0.04129541293,639.9957275,0.0409707129,
639.0040283,0.04056883231,639.0040283,0.0412091054,
638.0119629,0.0403342247,638.0119629,0.0397365652,
636.9828491,0.04008836299,636.9828491,0.03980087489,
635.9902344,0.0393714197,635.9902344,0.03976345435,
634.9973755,0.0393370688,634.9973755,0.03952613845,
634.0042114,0.03940826282,634.0042114,0.03933208063,
633.0106812,0.03998583183,633.0106812,0.04005631059,
632.0170288,0.04081761092,632.0170288,0.04078402743,
630.986145,0.0414759405,630.986145,0.04123999178,
629.9918213,0.0412533395,629.9918213,0.04152706265,
628.9972534,0.04096010327,628.9972534,0.04116838053,
628.0024414,0.04071792215,628.0024414,0.04008475691,
627.0072632,0.04032919928,627.0072632,0.04023203626,
626.0119019,0.03941954672,626.0119019,0.03944792226,
625.0162354,0.03957028314,625.0162354,0.03887123615,
623.9833984,0.04008623213,623.9833984,0.03904070333,
622.9871216,0.03987470269,622.9871216,0.03960034251,
621.9906006,0.04017771035,621.9906006,0.04031618685,
620.9938354,0.04009815678,620.9938354,0.04070905223,
619.9967651,0.04054498672,619.9967651,0.0411856249,
618.9994507,0.040932253,618.9994507,0.04072494432,
618.00177,0.04090241715,618.00177,0.04045266286,
617.0039673,0.04002832249,617.0039673,0.03983392939,
616.0058594,0.03935441375,616.0058594,0.03964049742,
615.0073853,0.03933227807,615.0073853,0.03907018527,
614.008728,0.03912255913,614.008728,0.03934423998,
613.0097046,0.03990574554,613.0097046,0.03937558457,
612.0105591,0.03969952092,612.0105591,0.03990290686,
611.0109863,0.04040768743,611.0109863,0.04079352692,
610.0112915,0.04074547067,610.0112915,0.04058596864,
609.0112305,0.04126395658,609.0112305,0.04035430774,
608.0109863,0.04073259234,608.0109863,0.04073742777,
607.010376,0.03976127133,607.010376,0.03979397938,
606.0095215,0.0388757363,606.0095215,0.03898131847,
605.0084839,0.03860178217,605.0084839,0.03871748596,
604.0070801,0.03866473958,604.0070801,0.0386954397,
603.0054321,0.03897710145,603.0054321,0.03871105984,
602.00354,0.0395421274,602.00354,0.03959804401,
601.0014648,0.04039919376,601.0014648,0.03996128216,
599.9989624,0.04024546966,599.9989624,0.04048508406,
598.9963379,0.03988692909,598.9963379,0.03970558941,
597.9934082,0.03887333348,597.9934082,0.03898550943,
596.9901733,0.03843005747,596.9901733,0.03877813742,
595.9866943,0.03802596778,595.9866943,0.0382716544,
594.9829102,0.03754322231,594.9829102,0.03757014871,
594.0161743,0.03791214526,594.0161743,0.03763721511,
593.0119019,0.0383066535,593.0119019,0.03821517527,
592.0073853,0.03857125714,592.0073853,0.03876392916,
591.0026245,0.03874711692,591.0026245,0.03840859234,
589.9976196,0.03846554831,589.9976196,0.03886976466,
588.9923096,0.03860580176,588.9923096,0.03819640353,
587.9867554,0.03723222762,587.9867554,0.03710891306,
587.0181885,0.03715997934,587.0181885,0.03675644845,
586.012207,0.03677447885,586.012207,0.035804905,
585.0058594,0.03616543114,585.0058594,0.03587625548,
583.9993286,0.03626216576,583.9993286,0.03626841307,
582.9924316,0.03653625399,582.9924316,0.03674743325,
581.9854126,0.03658603877,581.9854126,0.03697190806,
581.0153809,0.03660071269,581.0153809,0.03696066141,
580.0078125,0.03606458381,580.0078125,0.03642836586,
578.999939,0.03554223478,578.999939,0.03525622562,
577.9918823,0.03393337876,577.9918823,0.03403292224,
576.9835205,0.03338574246,576.9835205,0.0337601006,
576.0123291,0.03337324783,576.0123291,0.03354399279,
575.003418,0.03382347897,575.003418,0.03403787687,
573.9943237,0.03404759243,573.9943237,0.03411803767,
572.9849854,0.03417844325,572.9849854,0.03413654864,
572.0128174,0.03388328105,572.0128174,0.03342977166,
571.0029907,0.0325778015,571.0029907,0.03267354518,
569.9928589,0.03167748824,569.9928589,0.03135786578,
568.9825439,0.03067845665,568.9825439,0.03105757944,
568.0093994,0.03049414419,568.0093994,0.03061317652,
566.9985352,0.03049164452,566.9985352,0.03038338758,
565.9874878,0.0303940475,565.9874878,0.03046076745,
565.0135498,0.03080462664,565.0135498,0.03083336167,
564.0020752,0.03039313294,564.0020752,0.0303200949,
562.9902344,0.02965735644,562.9902344,0.02988651395,
562.015625,0.02882591449,562.015625,0.02866641432,
561.0033569,0.02766371146,561.0033569,0.02732886188,
559.9907837,0.02684964985,559.9907837,0.02698933892,
559.0155029,0.027260473,559.0155029,0.0264658723,
558.0024414,0.02720794082,558.0024414,0.02655048296,
556.9892578,0.02733390592,556.9892578,0.0268739108,
556.0132446,0.0268986132,556.0132446,0.02729779482,
554.9995117,0.02648890205,554.9995117,0.02634643018,
553.9854736,0.02568631805,553.9854736,0.02540161833,
553.0087891,0.02464407869,553.0087891,0.02435255982,
551.9943237,0.02419721149,551.9943237,0.02420550399,
551.0172119,0.02425619587,551.0172119,0.02388465777,
550.0023193,0.02476711012,550.0023193,0.02459849231,
548.9870605,0.02526145056,548.9870605,0.02494714409,
548.0092773,0.02552752756,548.0092773,0.02504335903,
546.9935913,0.02491462976,546.9935913,0.02496178448,
546.0153198,0.02439831197,546.0153198,0.0243946705,
544.9992065,0.02372313477,544.9992065,0.02367999591,
543.9828491,0.02362423204,543.9828491,0.02365490235,
543.0037842,0.02473447286,543.0037842,0.0243339967,
541.9869995,0.02521341294,541.9869995,0.02518447116,
541.0075684,0.02602314763,541.0075684,0.02589371428,
539.9902954,0.02632387727,539.9902954,0.02628391609,
539.010437,0.025982555,539.010437,0.02591685019,
537.9926758,0.02531970292,537.9926758,0.02538473904,
537.0123901,0.02554496005,537.0123901,0.02543123253,
535.9940796,0.02622138336,535.9940796,0.02611712739,
535.0133667,0.02693433315,535.0133667,0.02686482295,
533.9946899,0.02798744664,533.9946899,0.02784784883,
533.0134277,0.02895611338,533.0134277,0.02897343598,
531.9943237,0.02907165326,531.9943237,0.02912488207,
531.0126343,0.0286643412,531.0126343,0.0285129156,
529.992981,0.02824290469,529.992981,0.02827205136,
529.0109253,0.02876152098,529.0109253,0.02924378961,
527.9908447,0.0300003048,527.9908447,0.02987012453,
527.0083618,0.0306074284,527.0083618,0.03060673364,
525.987793,0.03162199631,525.987793,0.03186397627,
525.0048828,0.03223166987,525.0048828,0.03286688402,
523.9838867,0.03194278851,523.9838867,0.03189475834,
523.0004883,0.0314199999,523.0004883,0.03158274293,
522.0169678,0.03162514418,522.0169678,0.03184453025,
520.9952393,0.03270759434,520.9952393,0.03260796517,
520.0111694,0.0335489437,520.0111694,0.03352156654,
518.9890747,0.03462586552,518.9890747,0.03465953469,
518.0046387,0.03459505364,518.0046387,0.0344568491,
516.9821167,0.03406388685,516.9821167,0.03384012729,
515.9971924,0.03359108791,515.9971924,0.03396685794,
515.012085,0.03354749084,515.012085,0.03369558975,
513.9888306,0.03454311565,513.9888306,0.03448588401,
513.0032959,0.03526866063,513.0032959,0.03545119241,
512.0175781,0.03585272282,512.0175781,0.03571684286,
510.9936523,0.03558620438,510.9936523,0.03587209433,
510.0075378,0.03469393775,510.0075378,0.03498139977,
508.9831848,0.03499200568,508.9831848,0.03440069407,
507.9966431,0.03490065783,507.9966431,0.03469239548,
507.0098267,0.03520777076,507.0098267,0.03534135595,
505.9848022,0.03579368815,505.9848022,0.03556414694,
504.9976196,0.03575124592,504.9976196,0.03584909812,
504.0102539,0.03566937894,504.0102539,0.03531361371,
502.9845886,0.03446021304,502.9845886,0.03486135975,
501.9967651,0.03458661586,501.9967651,0.03449213132,
501.0087585,0.0347840637,501.0087585,0.03475714102,
499.9824524,0.03549683839,499.9824524,0.03534978256,
498.9940186,0.03540743515,498.9940186,0.03544596955,
498.0053711,0.03451519832,498.0053711,0.0350775905,
497.0164795,0.03406926244,497.0164795,0.03387930617,
495.9893799,0.03339127824,495.9893799,0.03324342147,
495.000061,0.03335952386,495.000061,0.0333318226,
494.0105896,0.03354133666,494.0105896,0.03365511075,
492.9828491,0.03311095387,492.9828491,0.03319709003,
491.9929199,0.03324649483,491.9929199,0.03335197642,
491.0028381,0.03278723359,491.0028381,0.03267343342,
490.0125427,0.03177130595,490.0125427,0.0315572992,
488.9839783,0.0320606865,488.9839783,0.03135586157,
487.9932861,0.03200311214,487.9932861,0.0320392549,
487.0024109,0.03256340325,487.0024109,0.03248040751,
486.0112305,0.03200222179,486.0112305,0.03207752109,
484.981842,0.03122182563,484.981842,0.03071854636,
483.990387,0.03147813678,483.990387,0.03102057241,
482.9986572,0.03144897148,482.9986572,0.03133415803,
482.0068054,0.03185386211,482.0068054,0.0317283608,
481.0147095,0.03281883523,481.0147095,0.03247563541,
479.9842224,0.0324347131,479.9842224,0.03246191144,
478.9917297,0.03198890388,478.9917297,0.0318370387,
477.999054,0.03214235231,477.999054,0.03208540753,
477.006134,0.03281026334,477.006134,0.03252716362,
476.013092,0.03409507871,476.013092,0.03354606405,
474.9815979,0.03449174017,474.9815979,0.03422442824,
473.9881592,0.03447442129,473.9881592,0.03438665718,
472.9945374,0.03434670344,472.9945374,0.03449406475,
472.0007019,0.0350882262,472.0007019,0.0348489359,
471.0066223,0.03565762937,471.0066223,0.03553698212,
470.0123901,0.03655295074,470.0123901,0.03640500084,
469.0179749,0.03703691065,469.0179749,0.03678842634,
467.9850769,0.03682094067,467.9850769,0.03651341796,
466.9902954,0.03678039461,466.9902954,0.03690736368,
465.9952698,0.03748485819,465.9952698,0.03723222762,
465.0000305,0.03848396242,465.0000305,0.03809273988,
464.0046692,0.03855156898,464.0046692,0.03880021349,
463.0091248,0.03844566643,463.0091248,0.03852118552,
462.0133362,0.03852605075,462.0133362,0.03828864545,
461.0173645,0.03886803612,461.0173645,0.03870061785,
459.9829102,0.0401266031,459.9829102,0.0396942161,
458.9865417,0.0403903015,458.9865417,0.04014420882,
457.9900208,0.04005071893,457.9900208,0.0401811488,
456.9933472,0.03975687549,456.9933472,0.03973293304,
455.99646,0.03981009498,455.99646,0.03992716968,
454.9993286,0.04065651819,454.9993286,0.04118491337,
454.0020752,0.04086632654,454.0020752,0.04102141038,
453.0046692,0.04114672169,453.0046692,0.04100667313,
452.0069885,0.04072707519,452.0069885,0.04092972353,
451.0091858,0.04054032639,451.0091858,0.04070086405,
450.0111694,0.0411408022,450.0111694,0.04120640457,
449.013031,0.04166303575,449.013031,0.04155116156,
448.0146179,0.04194768146,448.0146179,0.04174077138,
447.0160522,0.04142840952,447.0160522,0.0421638228,
446.0173645,0.04165064171,446.0173645,0.04144566506,
445.0184326,0.04230900854,445.0184326,0.04195024818,
443.980896,0.04245715961,443.980896,0.04217457399,
442.9815674,0.04196438938,442.9815674,0.04197112098,
441.9821167,0.04156403616,441.9821167,0.04199247435,
440.9825134,0.04243486747,440.9825134,0.0418307744,
439.9826965,0.04259530827,439.9826965,0.04249449819,
438.982666,0.04272838682,438.982666,0.04274909571,
437.9824524,0.04224164411,437.9824524,0.04231617227,
436.9821167,0.04191917181,436.9821167,0.04228960723,
435.9815674,0.04184901714,435.9815674,0.04268217459,
434.980835,0.04230381548,434.980835,0.04247157276,
434.0184631,0.04277474806,434.0184631,0.04241457209,
433.0174255,0.04218181968,433.0174255,0.04212799668,
432.0161438,0.04188749939,432.0161438,0.0417996794,
431.0147095,0.04238640144,431.0147095,0.04220495746,
430.0131226,0.04211324826,430.0131226,0.04230136424,
429.0113831,0.04169745743,429.0113831,0.04193796217,
428.0094299,0.0413281247,428.0094299,0.04163904861,
427.0072937,0.04181900248,427.0072937,0.04180426896,
426.0050354,0.04169255495,426.0050354,0.04193565249,
425.0025635,0.04154207557,425.0025635,0.04171005264,
423.9999084,0.04143185541,423.9999084,0.04178357497,
422.9971008,0.04127930105,422.9971008,0.04177801684,
421.9941406,0.04147873074,421.9941406,0.04189248756,
420.9909973,0.04158870503,420.9909973,0.04202746227,
419.9876404,0.04076796398,419.9876404,0.04088336229,
418.9841614,0.04080350697,418.9841614,0.04080151394,
418.0191345,0.04088851064,418.0191345,0.04094579443,
417.0152588,0.04077413306,417.0152588,0.04126307368,
416.0112915,0.04034311697,416.0112915,0.04038444906,
415.0071106,0.04028028622,415.0071106,0.03994428366,
414.0027161,0.04009131342,414.0027161,0.04018015414,
412.9982605,0.03987365216,412.9982605,0.03987450153,
411.9935608,0.03922210634,411.9935608,0.03937096521,
410.988739,0.0392174311,410.988739,0.03919624165,
409.9837036,0.03922216594,409.9837036,0.0397106111,
409.0171814,0.03899530694,409.0171814,0.03855301067,
408.0118408,0.03842784837,408.0118408,0.03850958869,
407.0063171,0.03821706772,407.0063171,0.03800921142,
406.0006409,0.03783588484,406.0006409,0.03803512082,
404.994812,0.0375264287,404.994812,0.03759145737,
403.9888306,0.03736714274,403.9888306,0.03746978939,
402.982666,0.03714350984,402.982666,0.0372174494,
402.0150452,0.03730367124,402.0150452,0.03779019043,
401.0085449,0.03696426749,401.0085449,0.03691246733,
400.0018921,0.0365483053,400.0018921,0.03691680729,
398.9950562,0.0366919376,398.9950562,0.03662583232,
397.9880981,0.03666281328,397.9880981,0.03686202317,
396.980957,0.03650040925,396.980957,0.03647467867,
396.0123901,0.03630173206,396.0123901,0.03614967689,
395.0049438,0.03636888787,395.0049438,0.03640894219,
393.9973145,0.03692965955,393.9973145,0.03666163236,
392.9895325,0.03635504097,392.9895325,0.03634924069,
391.9816284,0.03655441478,391.9816284,0.0374189727,
391.0122986,0.03714379296,391.0122986,0.03760548681,
390.0040283,0.03700857982,390.0040283,0.03697582334,
388.995636,0.03688978031,388.995636,0.03728722781,
387.9870605,0.03729879111,387.9870605,0.03737380356,
387.0171204,0.0378745757,387.0171204,0.03793197498,
386.0082397,0.03827188164,386.0082397,0.03768385202,
384.9992065,0.03829203919,384.9992065,0.0382607989,
383.9900208,0.03882554546,383.9900208,0.03947587311,
382.9806824,0.03934010118,382.9806824,0.03971878067,
382.0100098,0.03972930089,382.0100098,0.03949438408,
381.0003357,0.04032527655,381.0003357,0.04043288901,
379.9905396,0.04082759097,379.9905396,0.0406771563,
378.9805908,0.04106217995,378.9805908,0.04076042771,
378.0093079,0.0420300588,378.0093079,0.041988343,
376.999054,0.04308524728,376.999054,0.04326054454,
375.9886169,0.0433385931,375.9886169,0.04393794015,
375.0169373,0.04502278939,375.0169373,0.04504007474,
374.0061646,0.04528002441,374.0061646,0.04511563107,
372.9953308,0.04589250311,372.9953308,0.04649510235,
371.9842834,0.04818356782,371.9842834,0.0478419438,
371.0119934,0.04885003716,371.0119934,0.04884673655,
370.0007019,0.04996208474,370.0007019,0.04956090823,
368.9892273,0.05174429715,368.9892273,0.05238886178,
368.01651,0.05360697582,368.01651,0.05333768204,
367.0047607,0.05560023338,367.0047607,0.0547022447,
365.9928284,0.05812926963,365.9928284,0.05812095106,
364.9807739,0.06180855259,364.9807739,0.06111064553,
364.0075073,0.06514187902,364.0075073,0.06543854624,
362.9951477,0.0711877346,362.9951477,0.07008159906,
361.982605,0.0744330585,361.982605,0.07409026474,
361.0089111,0.08150561899,361.0089111,0.08093451709,
359.9961243,0.08948127925,359.9961243,0.08969400078,
358.9831848,0.1006630436,358.9831848,0.1006790698,
358.0090637,0.1142911762,358.0090637,0.1124184057,
356.9958496,0.1263299733,356.9958496,0.1258102804,
355.9824524,0.1450821608,355.9824524,0.1473441422,
355.0079041,0.1663265228,355.0079041,0.1660173684,
353.9942932,0.1900106817,353.9942932,0.1891776919,
352.9804688,0.2180571556,352.9804688,0.213996619,
352.0055237,0.2357440591,352.0055237,0.2354630232,
350.9914551,0.2595618069,350.9914551,0.2586280406,
350.0162354,0.2802863717,350.0162354,0.2822135091,
349.0018616,0.3114925623,349.0018616,0.3091447651,
347.9873657,0.3505598605,347.9873657,0.3503729403,
347.0117188,0.3926769495,347.0117188,0.3915508091,
345.9969788,0.4538211524,345.9969788,0.4533706009,
344.9820251,0.5211138129,344.9820251,0.5244775414,
344.0059814,0.5929510593,344.0059814,0.5914033651,
342.9908142,0.6719215512,342.9908142,0.6827222705,
342.0145569,0.7567400336,342.0145569,0.7591888309,
340.9990845,0.8705265522,340.9990845,0.8693841696,
339.9834595,1.004587412,339.9834595,1.005630851,
339.0067749,1.165448666,339.0067749,1.164137125,
337.9909058,1.372874856,337.9909058,1.373866558,
337.0139465,1.575182915,337.0139465,1.557794094,
335.9978027,1.803913355,335.9978027,1.797419906,
334.9815063,2.085510969,334.9815063,2.091182232,
334.0041809,2.410450935,334.0041809,2.429171085,
332.9876099,2.688514233,332.9876099,2.742292881,
332.0100403,2.925614357,332.0100403,2.877463341,
330.9932251,3.034654617,330.9932251,3.041569948,
330.0153809,3.254570246,330.0153809,3.395861864,
328.998291,3.260899544,328.998291,3.255716801,
327.9810791,3.310863256,327.9810791,3.395542622,
327.0028381,3.828474283,327.0028381,3.412913799,
325.9853821,3.317682028,325.9853821,3.518220425,
325.0068665,3.612381697,325.0068665,3.563067198,
323.9891357,3.538544416,323.9891357,3.511739731,
323.010437,3.404600382,323.010437,3.33459425,
321.9924316,3.632914066,321.9924316,3.554572582,
321.0134277,3.472874165,321.0134277,3.94584775,
319.9952087,3.784621477,319.9952087,3.688619137,
319.0159912,3.47944212,319.0159912,3.626908064,
317.997467,3.895332813,317.997467,3.595748901,
317.0179749,4.172663212,317.0179749,3.744689703,
315.9992065,4.004265308,315.9992065,3.602287054,
315.0195313,3.684322119,315.0195313,10,
314.0005188,3.586040974,314.0005188,4.247450352,
312.9813538,4.004457474,312.9813538,3.392807007,
312.0012817,3.40803194,312.0012817,3.441046715,
310.9819031,3.32047534,310.9819031,3.420019388,
310.0015869,3.236003399,310.0015869,3.278137922,
308.9819336,3.072719336,308.9819336,3.073143959,
308.0013733,2.77635026,308.0013733,2.780070305,
306.9815063,2.522765875,306.9815063,2.537890911,
306.0007324,2.31895256,306.0007324,2.301633835,
304.9805603,2.097676516,304.9805603,2.085414648,
303.9995422,1.855031252,303.9995422,1.869870543,
303.0184326,1.617350101,303.0184326,1.610698342,
301.9979553,1.411080122,301.9979553,1.410597444,
301.0165405,1.228807807,301.0165405,1.223430872,
299.9958191,1.051823258,299.9958191,1.066590667,
299.0142212,0.9128425121,299.0142212,0.9012690783,
297.9932251,0.7788004279,297.9932251,0.7781513333,
297.0114136,0.6743872166,297.0114136,0.6719231606,
295.9902039,0.5603710413,295.9902039,0.5650379062,
295.0081482,0.4889703393,295.0081482,0.489575088,
293.9866943,0.4158196747,293.9866943,0.4171045423,
293.0043945,0.3509173095,293.0043945,0.3516308963,
291.9827271,0.300342232,291.9827271,0.3052716851,
291.0002441,0.2604458332,291.0002441,0.2631485462,
290.0176086,0.2282027006,290.0176086,0.227374807,
288.995575,0.1980123371,288.995575,0.1983480006,
288.0127258,0.1743245572,288.0127258,0.1752940863,
286.9904785,0.1592804193,286.9904785,0.1580584049,
286.0074158,0.1433042139,286.0074158,0.1433889717,
284.9848938,0.1301908046,284.9848938,0.1299344003,
284.0016479,0.1203355342,284.0016479,0.1203340963,
283.0182495,0.1129934564,283.0182495,0.1130320728,
281.9954224,0.1077370569,281.9954224,0.107707262,
281.0118408,0.1019526646,281.0118408,0.1021932736,
279.9887695,0.09803912789,279.9887695,0.09815210849,
279.0049438,0.09556785971,279.0049438,0.09554933757,
